DD_TABLE_ALIAS  DD_KEY_NUMBER   DD_SEGMENT_SEQ  DD_SEGMENT_COL  DD_SEGMENT_SORT DD_SEGMENT_POS  DD_SEGMENT_OFF  DD_SEGMENT_LEN  
ARM_CUSTDET     	03	01	FIRM_ID         					
ARM_CUSTDET     	03	02	AR_TERMS_CODE   					
ARM_CUSTDET     	03	03	CUSTOMER_ID     					
ARM_CUSTDET     	04	01	FIRM_ID         					
ARM_CUSTDET     	04	02	DISC_CODE       					
ARM_CUSTDET     	04	03	CUSTOMER_ID     					
ARM_CUSTDET     	05	01	FIRM_ID         					
ARM_CUSTDET     	05	02	AR_DIST_CODE    					
ARM_CUSTDET     	05	03	CUSTOMER_ID     					
ARM_CUSTDET     	06	01	FIRM_ID         					
ARM_CUSTDET     	06	02	PRICING_CODE    					
ARM_CUSTDET     	06	03	CUSTOMER_ID     					
ARM_CUSTDET     	07	01	FIRM_ID         					
ARM_CUSTDET     	07	02	TAX_CODE        					
ARM_CUSTDET     	07	03	CUSTOMER_ID     					
ARM_CUSTDET     	08	01	FIRM_ID         					
ARM_CUSTDET     	08	02	CUSTOMER_TYPE   					
ARM_CUSTDET     	08	03	CUSTOMER_ID     					
ARM_CUSTMAST    	00	01	FIRM_ID         		0	0	0	
ARM_CUSTMAST    	00	02	CUSTOMER_ID     		0	0	0	
ARM_CUSTMAST    	01	01	FIRM_ID         					
ARM_CUSTMAST    	01	02	CUSTOMER_NAME   					
ARM_CUSTMAST    	01	03	CUSTOMER_ID     					
ARM_CUSTMAST    	02	01	FIRM_ID         					
ARM_CUSTMAST    	02	02	ALT_SEQUENCE    					
ARM_CUSTMAST    	02	03	CUSTOMER_ID     					
ARM_CUSTMAST    	03	01	FIRM_ID         					
ARM_CUSTMAST    	03	02	ZIP_CODE        					
ARM_CUSTMAST    	03	03	CUSTOMER_ID     					
ARM_CUSTMAST    	04	01	FIRM_ID         					
ARM_CUSTMAST    	04	02	PHONE_NO        					
ARM_CUSTMAST    	04	03	CUSTOMER_ID     					
ARM_CUSTMAST    	05	01	FIRM_ID         					
ARM_CUSTMAST    	05	02	DB_NO           					
ARM_CUSTMAST    	05	03	CUSTOMER_ID     					
ARM_CUSTMAST    	06	01	FIRM_ID         					
ARM_CUSTMAST    	06	02	SIC_CODE        					
ARM_CUSTMAST    	06	03	CUSTOMER_ID     					
ARM_CUSTMAST    	07	01	FIRM_ID         					
ARM_CUSTMAST    	07	02	CONTACT_NAME    					
ARM_CUSTMAST    	07	03	CUSTOMER_ID     					
ARM_CUSTPMTS    	00	01	FIRM_ID         		0	0	0	
ARM_CUSTPMTS    	00	02	CUSTOMER_ID     		0	0	0	
ARM_CUSTSHIP    	00	01	FIRM_ID         		0	0	0	
ARM_CUSTSHIP    	00	02	CUSTOMER_ID     		0	0	0	
ARM_CUSTSHIP    	00	03	SHIPTO_NO       		0	0	0	
ARM_CYCLECOD    	00	01	FIRM_ID         		0	0	0	
ARM_CYCLECOD    	00	02	RECORD_ID_A     		0	0	0	
ARM_CYCLECOD    	00	03	AR_CYCLECODE    		0	0	0	
ARM_EMAILFAX    	00	01	FIRM_ID         		0	0	0	
ARM_EMAILFAX    	00	02	CUSTOMER_ID     		0	0	0	
ARM_RPTCTRL     	00	01	FIRM_ID         		0	0	0	
ARM_RPTCTRL     	00	02	CUSTOMER_ID     		0	0	0	
ARM_RPTCTRL     	00	03	REPORT_NAME     		0	0	0	
ARS_CREDIT      	00	01	FIRM_ID         		0	0	0	
ARS_CREDIT      	00	02	AR              		0	0	0	
ARS_CREDIT      	00	03	SEQUENCE_01     		0	0	0	
ARS_CUSTDFLT    	00	01	FIRM_ID         		0	0	0	
ARS_CUSTDFLT    	00	02	RECORD_ID_D     		0	0	0	
ARS_MTDCASH     	00	01	FIRM_ID         		0	0	0	
ARS_MTDCASH     	00	02	RECORD_ID_C     		0	0	0	
ARS_NEXT_SEQ    	00	01	FIRM_ID         		0	0	0	
ARS_NEXT_SEQ    	00	02	RECORD_ID_N     		0	0	0	
ARS_PARAMS      	00	01	FIRM_ID         		0	0	0	
ARS_PARAMS      	00	02	AR              		0	0	0	
ARS_PARAMS      	00	03	SEQUENCE_00     		0	0	0	
ARS_REPORT      	00	01	FIRM_ID         		0	0	0	
ARS_REPORT      	00	02	AR              		0	0	0	
ARS_REPORT      	00	03	SEQUENCE_02     		0	0	0	
ART_CASHDET     	00	01	FIRM_ID         		0	0	0	
ART_CASHDET     	00	02	AR_TYPE         		0	0	0	
ART_CASHDET     	00	03	RESERVED_STR    		0	0	0	
ART_CASHDET     	00	04	CUSTOMER_ID     		0	0	0	
ART_CASHDET     	00	05	RECEIPT_DATE    		0	0	0	
ART_CASHDET     	00	06	CASH_REC_CD     		0	0	0	
ART_CASHDET     	00	07	AR_CHECK_NO     		0	0	0	
ART_CASHDET     	00	08	RESERVED_STR    		0	0	0	
ART_CASHDET     	00	09	AR_INV_NO       		0	0	0	
ART_CASHGL      	00	01	FIRM_ID         		0	0	0	
ART_CASHGL      	00	02	AR_TYPE         		0	0	0	
ART_CASHGL      	00	03	RESERVED_STR    		0	0	0	
ART_CASHGL      	00	04	CUSTOMER_ID     		0	0	0	
ART_CASHGL      	00	05	RECEIPT_DATE    		0	0	0	
ART_CASHGL      	00	06	CASH_REC_CD     		0	0	0	
ART_CASHGL      	00	07	AR_CHECK_NO     		0	0	0	
ART_CASHGL      	00	08	RESERVED_STR    		0	0	0	
ART_CASHGL      	00	09	GL_ACCOUNT      		0	0	0	
ART_CASHHDR     	00	01	FIRM_ID         		0	0	0	
ART_CASHHDR     	00	02	AR_TYPE         		0	0	0	
ART_CASHHDR     	00	03	RESERVED_STR    		0	0	0	
ART_CASHHDR     	00	04	CUSTOMER_ID     		0	0	0	
ART_CASHHDR     	00	05	RECEIPT_DATE    		0	0	0	
ART_CASHHDR     	00	06	CASH_REC_CD     		0	0	0	
ART_CASHHDR     	00	07	AR_CHECK_NO     		0	0	0	
ART_CASHHDR     	00	08	RESERVED_STR    		0	0	0	
ART_INVDET      	00	01	FIRM_ID         		0	0	0	
ART_INVDET      	00	02	AR_TYPE         		0	0	0	
ART_INVDET      	00	03	CUSTOMER_ID     		0	0	0	
ART_INVDET      	00	04	AR_INV_NO       		0	0	0	
ART_INVDET      	00	05	SEQUENCE_NUM    		0	0	0	
ART_INVHDR      	00	01	FIRM_ID         		0	0	0	
ART_INVHDR      	00	02	AR_TYPE         		0	0	0	
ART_INVHDR      	00	03	CUSTOMER_ID     		0	0	0	
ART_INVHDR      	00	04	AR_INV_NO       		0	0	0	
ART_INVHDR      	00	05	SEQUENCE_00     		0	0	0	
ART_SALESTAX    	00	01	FIRM_ID         		0	0	0	
ART_SALESTAX    	00	02	TAX_CODE        		0	0	0	
ART_SALESTAX    	00	03	YEAR            		0	0	0	
ART_SALESTAX    	00	04	MONTH           		0	0	0	
ARW_CASHJOURNAL 	00	01	FIRM_ID         		0	0	0	
ARW_CASHJOURNAL 	00	02	AR_TYPE         		0	0	0	
ARW_CASHJOURNAL 	00	03	RECEIPT_DATE    		0	0	0	
ARW_CASHJOURNAL 	00	04	GL_ACCOUNT      		0	0	0	
ARW_CASHJOURNAL 	00	05	CUSTOMER_ID     		0	0	0	
ARW_CASHJOURNAL 	00	06	AR_CHECK_NO     		0	0	0	
ARW_CASHJOURNAL 	00	07	AR_INV_NO       		0	0	0	
ARW_CASHRECEIPTS	00	01	FIRM_ID         					
ARW_CASHRECEIPTS	00	02	CASH_REC_CD     					
ARW_CASHRECEIPTS	00	03	AR_TYPE         					
ARW_CASHRECEIPTS	00	04	RESERVED_KEY_01 					
ARW_CASHRECEIPTS	00	05	RECEIPT_DATE    					
ARW_CASHRECEIPTS	00	06	CUSTOMER_ID     					
ARW_CASHRECEIPTS	00	07	AR_CHECK_NO     					
ARW_CASHRECEIPTS	00	08	RESERVED_KEY_02 					
ARW_RANKING     	00	01	FIRM_ID         		0	0	0	
ARW_RANKING     	00	02	RANKING_SORT    		0	0	0	
ARW_RANKING     	00	03	RANK_CODE       		0	0	0	
ARW_RANKING     	00	04	CUSTOMER_ID     		0	0	0	
BMC_OPCODES     	00	01	FIRM_ID         		0	0	0	
BMC_OPCODES     	00	02	OP_CODE         		0	0	0	
BMC_RESEQ       	00	01	FIRM_ID         		0	0	0	
BMC_RESEQ       	00	02	RECORD_ID_A     		0	0	0	
BME_ORDER       	00	01	FIRM_ID         		0	0	0	
BME_ORDER       	00	02	PROD_DATE       		0	0	0	
BME_ORDER       	00	03	CUSTOMER_ID     		0	0	0	
BME_ORDER       	00	04	ORDER_NO        		0	0	0	
BME_PRODUCT     	00	01	FIRM_ID         		0	0	0	
BME_PRODUCT     	00	02	WAREHOUSE_ID    		0	0	0	
BME_PRODUCT     	00	03	PROD_DATE       		0	0	0	
BME_PRODUCT     	00	04	BM_REFERENCE    		0	0	0	
BME_PRODUCT     	00	05	ITEM_ID         		0	0	0	
BMM_BILLCMTS    	00	01	FIRM_ID         		0	0	0	
BMM_BILLCMTS    	00	02	BILL_NO         		0	0	0	
BMM_BILLCMTS    	00	03	SEQUENCE_NUM    		0	0	0	
BMM_BILLMAST    	00	01	FIRM_ID         		0	0	0	
BMM_BILLMAST    	00	02	BILL_NO         		0	0	0	
BMM_BILLMAT     	00	01	FIRM_ID         		0	0	0	
BMM_BILLMAT     	00	02	BILL_NO         		0	0	0	
BMM_BILLMAT     	00	03	MATERIAL_SEQ    		0	0	0	
BMM_BILLMAT     	01	01	FIRM_ID         					
BMM_BILLMAT     	01	02	ITEM_ID         					
BMM_BILLMAT     	01	03	BILL_NO         					
BMM_BILLMAT     	01	04	MATERIAL_SEQ    					
BMM_BILLOPER    	00	01	FIRM_ID         		0	0	0	
BMM_BILLOPER    	00	02	BILL_NO         		0	0	0	
BMM_BILLOPER    	00	03	OP_SEQ          		0	0	0	
BMM_BILLOPER    	01	01	FIRM_ID         					
BMM_BILLOPER    	01	02	OP_CODE         					
BMM_BILLOPER    	01	03	BILL_NO         					
BMM_BILLOPER    	01	04	OP_SEQ          					
BMM_BILLSUB     	00	01	FIRM_ID         		0	0	0	
BMM_BILLSUB     	00	02	BILL_NO         		0	0	0	
BMM_BILLSUB     	00	03	SUBCONT_SEQ     		0	0	0	
BMM_RESEQLNK    	00	01	FIRM_ID         		0	0	0	
BMM_RESEQLNK    	00	02	BILL_NO         		0	0	0	
BMM_RESEQLNK    	00	03	OLD_OP_SEQ      		0	0	0	
BMM_RESEQMAT    	00	01	FIRM_ID         		0	0	0	
BMM_RESEQMAT    	00	02	BILL_NO         		0	0	0	
BMM_RESEQMAT    	00	03	MATERIAL_SEQ    		0	0	0	
BMM_RESEQOPS    	00	01	FIRM_ID         		0	0	0	
BMM_RESEQOPS    	00	02	BILL_NO         		0	0	0	
BMM_RESEQOPS    	00	03	OP_SEQ          		0	0	0	
BMM_RESEQSUB    	00	01	FIRM_ID         		0	0	0	
BMM_RESEQSUB    	00	02	BILL_NO         		0	0	0	
BMM_RESEQSUB    	00	03	SUBCONT_SEQ     		0	0	0	
BMS_PARAMS      	00	01	FIRM_ID         		0	0	0	
BMS_PARAMS      	00	02	BM              		0	0	0	
BMS_PARAMS      	00	03	SEQUENCE_00     		0	0	0	
BMX_BILLMAT     	00	01	FIRM_ID         		0	0	0	
BMX_BILLMAT     	00	02	ITEM_ID         		0	0	0	
BMX_BILLMAT     	00	03	BILL_NO         		0	0	0	
BMX_BILLMAT     	00	04	MATERIAL_SEQ    		0	0	0	
BMX_BILLOPER    	00	01	FIRM_ID         		0	0	0	
BMX_BILLOPER    	00	02	OP_CODE         		0	0	0	
BMX_BILLOPER    	00	03	BILL_NO         		0	0	0	
BMX_BILLOPER    	00	04	OP_SEQ          		0	0	0	
BMX_PACKLIST    	00	01	FIRM_ID         		0	0	0	
BMX_PACKLIST    	00	02	OP_SEQ          		0	0	0	
BMX_PACKLIST    	00	03	BILL_NO         		0	0	0	
BMX_PACKLIST    	00	04	MATERIAL_SEQ    		0	0	0	
CRM_ACTIVITIES  	00	01	FIRM_ID         					
CRM_ACTIVITIES  	00	02	CUSTOMER_ID     					
CRM_ACTIVITIES  	00	03	TRANS_DATE_STAMP					
CRM_ACTIVITIES  	00	04	TRANS_TIME_STAMP					
CRM_CONTACTS    	00	01	FIRM_ID         					
CRM_CONTACTS    	00	02	CUSTOMER_ID     					
CRM_CONTACTS    	00	03	CONTACT_ID      					
CRM_CONTACT_ADDR	00	01	FIRM_ID         					
CRM_CONTACT_ADDR	00	02	CUSTOMER_ID     					
CRM_CONTACT_ADDR	00	03	CONTACT_ID      					
CRM_CONTACT_FAM 	00	01	FIRM_ID         					
CRM_CONTACT_FAM 	00	02	CUSTOMER_ID     					
CRM_CONTACT_FAM 	00	03	CONTACT_ID      					
CRM_CONTACT_FAM 	00	04	SEQUENCE_NO     					
CRM_CUSTDET     	00	01	FIRM_ID         		0	0	0	
CRM_CUSTDET     	00	02	CUSTOMER_ID     		0	0	0	
CRM_CUSTDET     	00	03	AR_TYPE         		0	0	0	
CRM_CUSTDET     	01	01	FIRM_ID         					
CRM_CUSTDET     	01	02	SLSPSN_CODE     					
CRM_CUSTDET     	01	03	CUSTOMER_ID     					
CRM_CUSTDET     	02	01	FIRM_ID         					
CRM_CUSTDET     	02	02	TERRITORY       					
CRM_CUSTDET     	02	03	CUSTOMER_ID     					
CRM_CUSTDET     	03	01	FIRM_ID         					
CRM_CUSTDET     	03	02	AR_TERMS_CODE   					
CRM_CUSTDET     	03	03	CUSTOMER_ID     					
CRM_CUSTDET     	04	01	FIRM_ID         					
CRM_CUSTDET     	04	02	DISC_CODE       					
CRM_CUSTDET     	04	03	CUSTOMER_ID     					
CRM_CUSTDET     	05	01	FIRM_ID         					
CRM_CUSTDET     	05	02	AR_DIST_CODE    					
CRM_CUSTDET     	05	03	CUSTOMER_ID     					
CRM_CUSTDET     	06	01	FIRM_ID         					
CRM_CUSTDET     	06	02	PRICING_CODE    					
CRM_CUSTDET     	06	03	CUSTOMER_ID     					
CRM_CUSTDET     	07	01	FIRM_ID         					
CRM_CUSTDET     	07	02	TAX_CODE        					
CRM_CUSTDET     	07	03	CUSTOMER_ID     					
CRM_CUSTDET     	08	01	FIRM_ID         					
CRM_CUSTDET     	08	02	CUSTOMER_TYPE   					
CRM_CUSTDET     	08	03	CUSTOMER_ID     					
CRM_CUSTMAST    	00	01	FIRM_ID         		0	0	0	
CRM_CUSTMAST    	00	02	CUSTOMER_ID     		0	0	0	
CRM_CUSTMAST    	01	01	FIRM_ID         					
CRM_CUSTMAST    	01	02	CUSTOMER_NAME   					
CRM_CUSTMAST    	01	03	CUSTOMER_ID     					
CRM_CUSTMAST    	02	01	FIRM_ID         					
CRM_CUSTMAST    	02	02	ALT_SEQUENCE    					
CRM_CUSTMAST    	02	03	CUSTOMER_ID     					
CRM_CUSTMAST    	03	01	FIRM_ID         					
CRM_CUSTMAST    	03	02	ZIP_CODE        					
CRM_CUSTMAST    	03	03	CUSTOMER_ID     					
CRM_CUSTMAST    	04	01	FIRM_ID         					
CRM_CUSTMAST    	04	02	PHONE_NO        					
CRM_CUSTMAST    	04	03	CUSTOMER_ID     					
CRM_CUSTMAST    	05	01	FIRM_ID         					
CRM_CUSTMAST    	05	02	DB_NO           					
CRM_CUSTMAST    	05	03	CUSTOMER_ID     					
CRM_CUSTMAST    	06	01	FIRM_ID         					
CRM_CUSTMAST    	06	02	SIC_CODE        					
CRM_CUSTMAST    	06	03	CUSTOMER_ID     					
CRM_CUSTPMTS    	00	01	FIRM_ID         		0	0	0	
CRM_CUSTPMTS    	00	02	CUSTOMER_ID     		0	0	0	
CRM_DOCUMENTS   	00	01	FIRM_ID         					
CRM_DOCUMENTS   	00	02	CUSTOMER_ID     					
CRM_DOCUMENTS   	00	03	TRANS_DATE      					
CRM_DOCUMENTS   	00	04	TRANS_TIME      					
CRM_NOTES       	00	01	FIRM_ID         					
CRM_NOTES       	00	02	CUSTOMER_ID     					
CRM_NOTES       	00	03	TRANS_DATE_STAMP					
CRM_NOTES       	00	04	TRANS_TIME_STAMP					
DDM_COLUMN_CMTS 	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_COLUMN_CMTS 	00	02	DD_DVAR_NAME    		2	1	16	
DDM_COLUMN_CMTS 	00	03	DD_COMM_SEQ     		3	1	3	
DDM_COLUMN_CPRO 	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_COLUMN_CPRO 	00	02	DD_DVAR_NAME    		2	1	16	
DDM_COLUMN_CPRO 	00	03	DD_ATTR_CPRO    		3	1	4	
DDM_COLUMN_LDAT 	00	01	DD_TABLE_ALIAS  					
DDM_COLUMN_LDAT 	00	02	DD_DVAR_NAME    					
DDM_COLUMN_LDAT 	00	03	DD_ATTR_SEQ     					
DDM_COLUMN_OPTS 	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_COLUMN_OPTS 	00	02	DD_DVAR_NAME    		2	1	16	
DDM_COLUMN_OPTS 	00	03	DD_ATTR_OPTS    		3	1	1	
DDM_COMP_CODES  	00	01	DD_COMPRESS_CODE		1	1	12	
DDM_DRILL_DEFS  	00	01	DRILL_DEF_ID    					
DDM_ELEMENTS    	00	01	DD_DATA_NAME    		1	1	16	
DDM_ELEMENTS    	01	01	DD_DESCRIPTION  		2	1	30	
DDM_ELEMENTS    	01	02	DD_DATA_NAME    		1	1	16	
DDM_ELEMENT_CMTS	00	01	DD_DATA_NAME    		1	1	16	
DDM_ELEMENT_CMTS	00	02	DD_COMM_SEQ     		2	1	3	
DDM_ELEMENT_LDAT	00	01	DD_DATA_NAME    		1	1	16	
DDM_ELEMENT_LDAT	00	02	DD_ATTR_SEQ     		2	1	2	
DDM_ELEMENT_OPTS	00	01	DD_DATA_NAME    		1	1	16	
DDM_ELEMENT_OPTS	00	02	DD_ATTR_OPTS    		2	1	1	
DDM_EXP_CODES   	00	01	DD_EXPAND_CODE  		1	1	12	
DDM_HELP        	00	01	DD_HELP_TAG     					
DDM_KEYS        	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_KEYS        	00	02	DD_KEY_NUMBER   		2	1	2	
DDM_KEYS        	01	01	DD_TABLE_ALIAS  		0	0	0	
DDM_KEYS        	01	02	DD_KEY_ID       		0	0	0	
DDM_KEY_SEGS    	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_KEY_SEGS    	00	02	DD_KEY_NUMBER   		2	1	2	
DDM_KEY_SEGS    	00	03	DD_SEGMENT_SEQ  		3	1	2	
DDM_LANG_TEXT   	00	01	DD_TABLE_ALIAS  					
DDM_LANG_TEXT   	00	02	LANGUAGE_REC_ID 					
DDM_LANG_TEXT   	00	03	DD_DATA_NAME    					
DDM_LANG_TEXT   	00	04	LANGUAGE_ID     					
DDM_TABLES      	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLES      	01	01	DD_ALIAS_DESC   		2	1	30	
DDM_TABLES      	01	02	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLES      	02	01	DD_AON_NAME     		3	1	7	
DDM_TABLES      	02	02	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_ACOL  	00	01	DD_TABLE_ALIAS  					
DDM_TABLE_ACOL  	00	02	DD_SEQUENCE     					
DDM_TABLE_AOPT  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_AOPT  	00	02	DD_ATTR_SEQ     		2	1	2	
DDM_TABLE_CMTS  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_CMTS  	00	02	DD_COMM_SEQ     		2	1	3	
DDM_TABLE_COLS  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_COLS  	00	02	DD_SEQUENCE     		2	1	3	
DDM_TABLE_COLS  	01	01	DD_DATA_NAME    		2	1	16	
DDM_TABLE_COLS  	01	02	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_COLS  	02	01	DD_DVAR_NAME    		2	1	16	
DDM_TABLE_COLS  	02	02	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_CPRO  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_CPRO  	00	02	DD_ATTR_CPRO    		2	1	4	
DDM_TABLE_DISP  	00	01	DD_TABLE_ALIAS  					
DDM_TABLE_DISP  	00	02	DD_SEQUENCE     					
DDM_TABLE_DISP  	01	01	DD_TABLE_ALIAS  					
DDM_TABLE_DISP  	01	02	DD_CTRL_NAME    					
DDM_TABLE_DNOT  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_DTLD  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_DTLD  	00	02	DD_ATTR_DTLW    		2	1	16	
DDM_TABLE_DTLD  	01	01	DD_ATTR_DTLW    		2	1	16	
DDM_TABLE_DTLD  	01	02	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_DTLG  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_DTLG  	00	02	DD_ATTR_DTLG    		2	1	16	
DDM_TABLE_DTLW  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_DTLW  	00	02	DD_ATTR_DTLW    		2	1	16	
DDM_TABLE_DTLX  	00	01	DD_TABLE_ALIAS  					
DDM_TABLE_DTLX  	00	02	DD_ATTR_DTLX    					
DDM_TABLE_FRMS  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_IDEF  	00	01	DD_TABLE_ALIAS  					
DDM_TABLE_IDEF  	00	02	DD_ATTR_SEQ     					
DDM_TABLE_LABL  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_LABL  	00	02	DD_SEQUENCE     		2	1	2	
DDM_TABLE_OPTS  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_OPTS  	00	02	DD_ATTR_OPTS    		2	1	1	
DDM_TABLE_TABG  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_TABG  	00	02	DD_ATTR_SEQ     		2	1	2	
DDM_TABLE_TPLS  	00	01	DD_TABLE_ALIAS  		1	1	16	
DDM_TABLE_TPLS  	01	01	DD_AON_NAME     		1	1	16	
DDX_MOD_DATA    	00	01	SEQ_NO          					
DDX_MOD_DATA    	00	02	DD_TABLE_ALIAS  					
DDX_MOD_DATA    	00	03	DD_DATA_NAME    					
DDX_MOD_DATA    	01	01	DD_TABLE_ALIAS  					
DDX_MOD_DATA    	01	02	DD_DATA_NAME    					
DDX_MOD_DATA    	01	03	SEQ_NO          					
GLC_CYCLECODE   	00	01	FIRM_ID         		0	0	0	
GLC_CYCLECODE   	00	02	CYCLE_CODE      		0	0	0	
GLC_JOURNALCODE 	00	01	FIRM_ID         		0	0	0	
GLC_JOURNALCODE 	00	02	JOURNAL_ID      		0	0	0	
GLE_13PERIODAMT 	00	01	FIRM_ID         		0	0	0	
GLE_13PERIODAMT 	00	02	GL_RPT_NO       		0	0	0	
GLE_13PERIODAMT 	00	03	GL_RPT_LINE     		0	0	0	
GLE_13PERIODRPT 	00	01	FIRM_ID         		0	0	0	
GLE_13PERIODRPT 	00	02	GL_RPT_NO       		0	0	0	
GLE_13PERIODTOT 	00	01	FIRM_ID         		0	0	0	
GLE_13PERIODTOT 	00	02	TOTALS_TYPE     		0	0	0	
GLE_13PERIODTOT 	00	03	TOTAL_NO        		0	0	0	
GLE_ALLOCDET    	00	01	FIRM_ID         		0	0	0	
GLE_ALLOCDET    	00	02	GL_SRC_ACCT     		0	0	0	
GLE_ALLOCDET    	00	03	LINE_NO         		0	0	0	
GLE_ALLOCHDR    	00	01	FIRM_ID         		0	0	0	
GLE_ALLOCHDR    	00	02	GL_ACCOUNT      		0	0	0	
GLE_DAILYDETAIL 	00	01	FIRM_ID         		0	0	0	
GLE_DAILYDETAIL 	00	02	JOURNAL_ID      		0	0	0	
GLE_DAILYDETAIL 	00	03	GL_ADT_NO       		0	0	0	
GLE_DAILYDETAIL 	00	04	POSTING_YEAR    		0	0	0	
GLE_DAILYDETAIL 	00	05	POSTING_PER     		0	0	0	
GLE_DAILYDETAIL 	00	06	TRNS_DATE       		0	0	0	
GLE_DAILYDETAIL 	00	07	GL_ACCOUNT      		0	0	0	
GLE_DAILYDETAIL 	00	08	SEQ_NO          		0	0	0	
GLE_DAILYDETAIL 	01	01	FIRM_ID         					
GLE_DAILYDETAIL 	01	02	TRNS_DATE       					
GLE_DAILYDETAIL 	01	03	JOURNAL_ID      					
GLE_DAILYDETAIL 	01	04	GL_ACCOUNT      					
GLE_DAILYDETAIL 	01	05	GL_ADT_NO       					
GLE_DAILYDETAIL 	01	06	POSTING_YEAR    					
GLE_DAILYDETAIL 	01	07	POSTING_PER     					
GLE_DAILYDETAIL 	01	08	SEQ_NO          					
GLE_FINANCIALAMT	00	01	FIRM_ID         		0	0	0	
GLE_FINANCIALAMT	00	02	GL_RPT_NO       		0	0	0	
GLE_FINANCIALAMT	00	03	GL_RPT_LINE     		0	0	0	
GLE_FINANCIALAMT	00	04	GL_PCN_FLAG     		0	0	0	
GLE_FINANCIALAMT	00	05	GL_PQY_FLAG     		0	0	0	
GLE_FINANCIALRPT	00	01	FIRM_ID         		0	0	0	
GLE_FINANCIALRPT	00	02	GL_RPT_NO       		0	0	0	
GLE_FINANCIALTOT	00	01	FIRM_ID         		0	0	0	
GLE_FINANCIALTOT	00	02	TOT_TYPE_CDE    		0	0	0	
GLE_FINANCIALTOT	00	03	TOTAL_NO        		0	0	0	
GLE_FINANCIALTOT	00	04	GL_PCN_FLAG     		0	0	0	
GLE_FINANCIALTOT	00	05	GL_PQY_FLAG     		0	0	0	
GLE_JRNLDET     	00	01	FIRM_ID         		0	0	0	
GLE_JRNLDET     	00	02	JOURNAL_ID      		0	0	0	
GLE_JRNLDET     	00	03	JE_TRANS_ID     		0	0	0	
GLE_JRNLDET     	00	04	LINE_NO         		0	0	0	
GLE_JRNLHDR     	00	01	FIRM_ID         		0	0	0	
GLE_JRNLHDR     	00	02	JOURNAL_ID      		0	0	0	
GLE_JRNLHDR     	00	03	JE_TRANS_ID     		0	0	0	
GLE_RECJEDET    	00	01	FIRM_ID         		0	0	0	
GLE_RECJEDET    	00	02	JOURNAL_ID      		0	0	0	
GLE_RECJEDET    	00	03	JE_TRANS_ID     		0	0	0	
GLE_RECJEDET    	00	04	LINE_NO         		0	0	0	
GLE_RECJEDET    	01	01	FIRM_ID         					
GLE_RECJEDET    	01	02	JOURNAL_ID      					
GLE_RECJEDET    	01	03	JE_TRANS_ID     					
GLE_RECJEDET    	01	04	LINE_NO         					
GLE_RECJEHDR    	00	01	FIRM_ID         		0	0	0	
GLE_RECJEHDR    	00	02	JOURNAL_ID      		0	0	0	
GLE_RECJEHDR    	00	03	JE_TRANS_ID     		0	0	0	
GLE_RECJEHDR    	01	01	FIRM_ID         					
GLE_RECJEHDR    	01	02	JOURNAL_ID      					
GLE_RECJEHDR    	01	03	JE_TRANS_ID     					
GLM_ACCT        	00	01	FIRM_ID         		0	0	0	
GLM_ACCT        	00	02	GL_ACCOUNT      		0	0	0	
GLM_ACCT        	01	01	FIRM_ID         					
GLM_ACCT        	01	02	GL_ACCT_DESC    					
GLM_ACCT        	01	03	GL_ACCOUNT      					
GLM_ACCTBREAKS  	00	01	FIRM_ID         		0	0	0	
GLM_ACCTBREAKS  	00	02	SEQUENCE_NO     		0	0	0	
GLM_ACCTCOMMENTS	00	01	FIRM_ID         		0	0	0	
GLM_ACCTCOMMENTS	00	02	GL_ACCOUNT      		0	0	0	
GLM_ACCTCOMMENTS	00	03	SEQUENCE_NUM    		0	0	0	
GLM_ACCTSUMMARY 	00	01	FIRM_ID         		0	0	0	
GLM_ACCTSUMMARY 	00	02	GL_ACCOUNT      		0	0	0	
