DD_TABLE_ALIAS  DD_KEY_NUMBER   DD_SEGMENT_SEQ  DD_SEGMENT_COL  DD_SEGMENT_SORT DD_SEGMENT_POS  DD_SEGMENT_OFF  DD_SEGMENT_LEN  
GLM_ACCTSUMMARY 	00	03	RECORD_ID       		0	0	0	
GLM_AUDITCONTROL	00	01	FIRM_ID         					
GLM_AUDITCONTROL	00	02	PROCESS_ID      					
GLM_AUDITCONTROL	00	03	SEQUENCE_NO     					
GLM_AUDITCONTROL	01	01	DD_TABLE_ALIAS  					
GLM_AUDITCONTROL	01	02	FIRM_ID         					
GLM_AUDITCONTROL	01	03	PROCESS_ID      					
GLM_AUDITCONTROL	01	04	SEQUENCE_NO     					
GLM_AUDITCONTROL	02	01	PROCESS_PROGRAM 					
GLM_AUDITCONTROL	02	02	FIRM_ID         					
GLM_AUDITCONTROL	02	03	PROCESS_ID      					
GLM_AUDITCONTROL	02	04	SEQUENCE_NO     					
GLM_BANKMASTER  	00	01	FIRM_ID         		0	0	0	
GLM_BANKMASTER  	00	02	GL_ACCOUNT      		0	0	0	
GLM_BUDGETMASTER	00	01	FIRM_ID         		0	0	0	
GLM_BUDGETMASTER	00	02	BUDGET_CODE     		0	0	0	
GLM_BUDGETMASTER	00	03	AMT_OR_UNITS    		0	0	0	
GLM_COFINASSIGN 	00	01	FIRM_ID         		0	0	0	
GLM_COFINASSIGN 	00	02	GL_ACCOUNT      		0	0	0	
GLM_COFINASSIGN 	00	03	ASSIGN_NO       		0	0	0	
GLM_FINASSIGN   	00	01	FIRM_ID         		0	0	0	
GLM_FINASSIGN   	00	02	GL_ACCOUNT      		0	0	0	
GLM_FINASSIGN   	00	03	ASSIGN_NO       		0	0	0	
GLM_FINCOLUMNS  	00	01	FIRM_ID         		0	0	0	
GLM_FINCOLUMNS  	00	02	GL_RPT_NO       		0	0	0	
GLM_FINCOLUMNS  	00	03	SEQUENCE_NO     		0	0	0	
GLM_FINDETAIL   	00	01	FIRM_ID         		0	0	0	
GLM_FINDETAIL   	00	02	GL_RPT_NO       		0	0	0	
GLM_FINDETAIL   	00	03	GL_RPT_LINE     		0	0	0	
GLM_FINHEADING  	00	01	FIRM_ID         		0	0	0	
GLM_FINHEADING  	00	02	HEADING_NO      		0	0	0	
GLM_FINHEADING  	00	03	SEQUENCE_NO     		0	0	0	
GLM_FINHEADING  	01	01	FIRM_ID         					
GLM_FINHEADING  	01	02	HEADING_NO      					
GLM_FINHEADING  	01	03	SEQUENCE_NO     					
GLM_FINMASTER   	00	01	FIRM_ID         		0	0	0	
GLM_FINMASTER   	00	02	GL_RPT_NO       		0	0	0	
GLM_FINMASTER   	00	03	GL_RPT_LINE     		0	0	0	
GLM_RECORDTYPES 	00	01	RECORD_ID       		0	0	0	
GLM_RECORDTYPES 	00	02	ACTBUD          		0	0	0	
GLM_RECORDTYPES 	00	03	AMT_OR_UNITS    		0	0	0	
GLR_BUDGETUPDATE	00	01	FIRM_ID         		0	0	0	
GLR_BUDGETUPDATE	00	02	BUDGET_CODE     		0	0	0	
GLR_BUDGETUPDATE	00	03	AMT_OR_UNITS    		0	0	0	
GLS_CALENDAR    	00	01	FIRM_ID         		0	0	0	
GLS_CALENDAR    	00	02	GL              		0	0	0	
GLS_CALENDAR    	00	03	SEQUENCE_00     		0	0	0	
GLS_COLUMNS     	00	01	FIRM_ID         		0	0	0	
GLS_COLUMNS     	00	02	GL              		0	0	0	
GLS_COLUMNS     	00	03	SEQUENCE_00     		0	0	0	
GLS_EARNINGS    	00	01	FIRM_ID         		0	0	0	
GLS_EARNINGS    	00	02	GL              		0	0	0	
GLS_EARNINGS    	00	03	SEQUENCE_01     		0	0	0	
GLS_FINANCIALS  	00	01	FIRM_ID         		0	0	0	
GLS_FINANCIALS  	00	02	GL              		0	0	0	
GLS_FINANCIALS  	00	03	SEQUENCE_02     		0	0	0	
GLS_PARAMS      	00	01	FIRM_ID         		0	0	0	
GLS_PARAMS      	00	02	GL              		0	0	0	
GLS_PARAMS      	00	03	SEQUENCE_00     		0	0	0	
GLS_SUSPENSE    	00	01	FIRM_ID         					
GLS_SUSPENSE    	00	02	GL              					
GLS_SUSPENSE    	00	03	SEQUENCE_03     					
GLT_BANKCHECKS  	00	01	FIRM_ID         		0	0	0	
GLT_BANKCHECKS  	00	02	GL_CASH_ACCT    		0	0	0	
GLT_BANKCHECKS  	00	03	CHECK_NO        		0	0	0	
GLT_BANKOTHER   	00	01	FIRM_ID         		0	0	0	
GLT_BANKOTHER   	00	02	GL_ACCOUNT      					
GLT_BANKOTHER   	00	03	TRANS_NO        					
GLT_TRANSDETAIL 	00	01	FIRM_ID         		0	0	0	
GLT_TRANSDETAIL 	00	02	GL_ACCOUNT      		0	0	0	
GLT_TRANSDETAIL 	00	03	POSTING_YEAR    		0	0	0	
GLT_TRANSDETAIL 	00	04	POSTING_PER     		0	0	0	
GLT_TRANSDETAIL 	00	05	TRNS_DATE       		0	0	0	
GLT_TRANSDETAIL 	00	06	JOURNAL_ID      		0	0	0	
GLT_TRANSDETAIL 	00	07	GL_ADT_NO       		0	0	0	
GLT_TRANSDETAIL 	00	08	SEQ_NO          		0	0	0	
GLU_CREATEBUDGET	00	01	FIRM_ID         		0	0	0	
GLU_CREATEBUDGET	00	02	BUDGET_CODE     		0	0	0	
GLU_CREATEBUDGET	00	03	AMT_OR_UNITS    		0	0	0	
GLW_ACCTTOTALS  	00	01	GL_ACCOUNT      		0	0	0	
GLW_BEGBAL      	00	01	FIRM_ID         		0	0	0	
GLW_BEGBAL      	00	02	GL_ACCOUNT      		0	0	0	
GLW_BEGBAL      	01	01	FIRM_ID         					
GLW_BEGBAL      	01	02	GL_ACCOUNT      					
GLW_FINSORT     	00	01	FIRM_ID         					
GLW_FINSORT     	00	02	GL_ACCT_TYPE    					
GLW_FINSORT     	00	03	ACCT_NO_BRK     					
GLW_FINSORT     	00	04	GL_ACCOUNT      					
GLW_RECTYPES    	00	01	RECORD_ID       		0	0	0	
GLW_RECTYPES    	00	02	ACTBUD          		0	0	0	
GLW_RECTYPES    	00	03	AMT_OR_UNITS    		0	0	0	
GLX_ACCTXREF    	00	01	FIRM_ID         		0	0	0	
GLX_ACCTXREF    	00	02	RECORD_ID_A     		0	0	0	
GLX_ACCTXREF    	00	03	GL_ACCT_DESC    		0	0	0	
GLX_ACCTXREF    	00	04	GL_ACCOUNT      		0	0	0	
GLX_FINTOTAL    	00	01	INPUT_TOTAL     		0	0	0	
GLX_FINTOTAL    	00	02	GL_RPT_NO       		0	0	0	
GLX_FINTOTAL    	00	03	GL_RPT_LINE     		0	0	0	
GLX_FINXREF     	00	01	FIRM_ID         		0	0	0	
GLX_FINXREF     	00	02	GL_ACCT_TYPE    		0	0	0	
GLX_FINXREF     	00	03	ACCT_NO_BRK     		0	0	0	
GLX_FINXREF     	00	04	GL_ACCOUNT      		0	0	0	
IVC_BUYCODE     	00	01	FIRM_ID         		0	0	0	
IVC_BUYCODE     	00	02	RECORD_ID_F     		0	0	0	
IVC_BUYCODE     	00	03	BUYER_CODE      		0	0	0	
IVC_CLASCODE    	00	01	FIRM_ID         		0	0	0	
IVC_CLASCODE    	00	02	ITEM_CLASS      		0	0	0	
IVC_PHYSCODE    	00	01	FIRM_ID         		0	0	0	
IVC_PHYSCODE    	00	02	RECORD_ID_P     		0	0	0	
IVC_PHYSCODE    	00	03	WAREHOUSE_ID    		0	0	0	
IVC_PHYSCODE    	00	04	CYCLE_CODE      		0	0	0	
IVC_PRICCODE    	00	01	FIRM_ID         		0	0	0	
IVC_PRICCODE    	00	02	RECORD_ID_E     		0	0	0	
IVC_PRICCODE    	00	03	ITEM_CLASS      		0	0	0	
IVC_PRICCODE    	00	04	PRICING_CODE    		0	0	0	
IVC_PRODCODE    	00	01	FIRM_ID         		0	0	0	
IVC_PRODCODE    	00	02	RECORD_ID_A     		0	0	0	
IVC_PRODCODE    	00	03	PRODUCT_TYPE    		0	0	0	
IVC_TRANCODE    	00	01	FIRM_ID         		0	0	0	
IVC_TRANCODE    	00	02	RECORD_ID_B     		0	0	0	
IVC_TRANCODE    	00	03	TRANS_CODE      		0	0	0	
IVC_TYPECODE    	00	01	FIRM_ID         		0	0	0	
IVC_TYPECODE    	00	02	ITEM_TYPE       		0	0	0	
IVC_WHSECODE    	00	01	FIRM_ID         		0	0	0	
IVC_WHSECODE    	00	02	RECORD_ID_C     		0	0	0	
IVC_WHSECODE    	00	03	WAREHOUSE_ID    		0	0	0	
IVE_ABCITEM     	00	01	FIRM_ID         		0	0	0	
IVE_ABCITEM     	00	02	RESERVED_STR    		0	0	0	
IVE_ABCITEM     	00	03	ITEM_ID         		0	0	0	
IVE_ABCWHSE     	00	01	FIRM_ID         		0	0	0	
IVE_ABCWHSE     	00	02	WAREHOUSE_ID    		0	0	0	
IVE_ABCWHSE     	00	03	ITEM_ID         		0	0	0	
IVE_COSTCHG     	00	01	FIRM_ID         		0	0	0	
IVE_COSTCHG     	00	02	EFFECT_DATE     		0	0	0	
IVE_COSTCHG     	00	03	WAREHOUSE_ID    		0	0	0	
IVE_COSTCHG     	00	04	ITEM_ID         		0	0	0	
IVE_PHYSICAL    	00	01	FIRM_ID         		0	0	0	
IVE_PHYSICAL    	00	02	WAREHOUSE_ID    		0	0	0	
IVE_PHYSICAL    	00	03	CYCLE_CODE      		0	0	0	
IVE_PHYSICAL    	00	04	LOCATION        		0	0	0	
IVE_PHYSICAL    	00	05	ITEM_ID         		0	0	0	
IVE_PHYSICAL    	00	06	LOTSER_NO       		0	0	0	
IVE_PRICECHG    	00	01	FIRM_ID         		0	0	0	
IVE_PRICECHG    	00	02	PRICE_CODE      		0	0	0	
IVE_PRICECHG    	00	03	WAREHOUSE_ID    		0	0	0	
IVE_PRICECHG    	00	04	ITEM_ID         		0	0	0	
IVE_TRANSDET    	00	01	FIRM_ID         		0	0	0	
IVE_TRANSDET    	00	02	IV_TRANS_NO     		0	0	0	
IVE_TRANSDET    	00	03	SEQUENCE_NO     		0	0	0	
IVE_TRANSFER    	00	01	FIRM_ID         		0	0	0	
IVE_TRANSFER    	00	02	WAREHOUSE_ID    		0	0	0	
IVE_TRANSFER    	00	03	TRANS_DATE      		0	0	0	
IVE_TRANSFER    	00	04	FIRM_ID         		0	0	0	
IVE_TRANSFER    	00	05	WAREHOUSE_ID    		0	0	0	
IVE_TRANSFER    	00	06	ITEM_ID         		0	0	0	
IVE_TRANSFER    	00	07	LOTSER_NO       		0	0	0	
IVE_TRANSHDR    	00	01	FIRM_ID         		0	0	0	
IVE_TRANSHDR    	00	02	IV_TRANS_NO     		0	0	0	
IVE_TRANSHDR    	00	03	SEQUENCE_000    		0	0	0	
IVM_DESCRIP1    	00	01	FIRM_ID         		0	0	0	
IVM_DESCRIP1    	00	02	MASTER_DESC     		0	0	0	
IVM_DESCRIP2    	00	01	FIRM_ID         		0	0	0	
IVM_DESCRIP2    	00	02	MASTER_DESC     		0	0	0	
IVM_DESCRIP3    	00	01	FIRM_ID         		0	0	0	
IVM_DESCRIP3    	00	02	MASTER_DESC     		0	0	0	
IVM_ITEMACT     	00	01	FIRM_ID         		0	0	0	
IVM_ITEMACT     	00	02	WAREHOUSE_ID    		0	0	0	
IVM_ITEMACT     	00	03	ITEM_ID         		0	0	0	
IVM_ITEMACT     	00	04	YEAR            		0	0	0	
IVM_ITEMACT     	00	05	PERIOD          		0	0	0	
IVM_ITEMACT     	01	01	FIRM_ID         					
IVM_ITEMACT     	01	02	ITEM_ID         					
IVM_ITEMACT     	01	03	WAREHOUSE_ID    					
IVM_ITEMACT     	01	04	YEAR            					
IVM_ITEMACT     	01	05	PERIOD          					
IVM_ITEMCMTS    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMCMTS    	00	02	ITEM_ID         		0	0	0	
IVM_ITEMCMTS    	00	03	SEQUENCE_NUM    		0	0	0	
IVM_ITEMMAST    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMMAST    	00	02	ITEM_ID         		0	0	0	
IVM_ITEMMAST    	01	01	FIRM_ID         					
IVM_ITEMMAST    	01	02	ITEM_DESC       					
IVM_ITEMMAST    	01	03	ITEM_ID         					
IVM_ITEMMAST    	02	01	FIRM_ID         					
IVM_ITEMMAST    	02	02	PRODUCT_TYPE    					
IVM_ITEMMAST    	02	03	ITEM_ID         					
IVM_ITEMMAST    	03	01	FIRM_ID         					
IVM_ITEMMAST    	03	02	VENDOR_ID       					
IVM_ITEMMAST    	03	03	ITEM_ID         					
IVM_ITEMMAST    	04	01	FIRM_ID         					
IVM_ITEMMAST    	04	02	ITEM_ID         					
IVM_ITEMMAST    	04	03	VENDOR_ID       					
IVM_ITEMMAST    	05	01	FIRM_ID         					
IVM_ITEMMAST    	05	02	BAR_CODE        					
IVM_ITEMMAST    	05	03	ITEM_ID         					
IVM_ITEMMAST    	06	01	FIRM_ID         					
IVM_ITEMMAST    	06	02	ITEM_CLASS      					
IVM_ITEMMAST    	06	03	ITEM_ID         					
IVM_ITEMMAST    	07	01	FIRM_ID         					
IVM_ITEMMAST    	07	02	ITEM_TYPE       					
IVM_ITEMMAST    	07	03	ITEM_ID         					
IVM_ITEMMAST    	08	01	FIRM_ID         					
IVM_ITEMMAST    	08	02	UPC_CODE        					
IVM_ITEMMAST    	08	03	ITEM_ID         					
IVM_ITEMMAST    	09	01	FIRM_ID         					
IVM_ITEMMAST    	09	02	BUYER_CODE      					
IVM_ITEMMAST    	09	03	VENDOR_ID       					
IVM_ITEMMAST    	09	04	ITEM_ID         					
IVM_ITEMPRIC    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMPRIC    	00	02	CUSTOMER_ID     		0	0	0	
IVM_ITEMPRIC    	00	03	ITEM_ID         		0	0	0	
IVM_ITEMSYN     	00	01	FIRM_ID         		0	0	0	
IVM_ITEMSYN     	00	02	ITEM_SYNONYM    		0	0	0	
IVM_ITEMSYN     	00	03	ITEM_ID         		0	0	0	
IVM_ITEMSYN     	01	01	FIRM_ID         					
IVM_ITEMSYN     	01	02	ITEM_ID         					
IVM_ITEMSYN     	01	03	ITEM_SYNONYM    					
IVM_ITEMTIER    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMTIER    	00	02	WAREHOUSE_ID    		0	0	0	
IVM_ITEMTIER    	00	03	ITEM_ID         		0	0	0	
IVM_ITEMTIER    	00	04	RECEIPT_DATE    		0	0	0	
IVM_ITEMTIER    	00	05	SEQUENCE_NO     		0	0	0	
IVM_ITEMTIER    	01	01	FIRM_ID         					
IVM_ITEMTIER    	01	02	ITEM_ID         					
IVM_ITEMTIER    	01	03	WAREHOUSE_ID    					
IVM_ITEMTIER    	01	04	RECEIPT_DATE    					
IVM_ITEMTIER    	01	05	SEQUENCE_NO     					
IVM_ITEMVEND    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMVEND    	00	02	VENDOR_ID       		0	0	0	
IVM_ITEMVEND    	00	03	ITEM_ID         		0	0	0	
IVM_ITEMVEND    	01	01	FIRM_ID         					
IVM_ITEMVEND    	01	02	ITEM_ID         					
IVM_ITEMVEND    	01	03	VENDOR_ID       					
IVM_ITEMWHSE    	00	01	FIRM_ID         		0	0	0	
IVM_ITEMWHSE    	00	02	WAREHOUSE_ID    		0	0	0	
IVM_ITEMWHSE    	00	03	ITEM_ID         		0	0	0	
IVM_ITEMWHSE    	01	01	FIRM_ID         					
IVM_ITEMWHSE    	01	02	WAREHOUSE_ID    					
IVM_ITEMWHSE    	01	03	CYCLE_CD        					
IVM_ITEMWHSE    	01	04	LOCATION        					
IVM_ITEMWHSE    	01	05	ITEM_ID         					
IVM_ITEMWHSE    	02	01	FIRM_ID         					
IVM_ITEMWHSE    	02	02	ITEM_ID         					
IVM_ITEMWHSE    	02	03	WAREHOUSE_ID    					
IVM_LSACT       	00	01	FIRM_ID         		0	0	0	
IVM_LSACT       	00	02	WAREHOUSE_ID    		0	0	0	
IVM_LSACT       	00	03	ITEM_ID         		0	0	0	
IVM_LSACT       	00	04	LOTSER_NO       		0	0	0	
IVM_LSACT       	00	05	YEAR            		0	0	0	
IVM_LSACT       	00	06	PERIOD          		0	0	0	
IVM_LSACT       	01	01	FIRM_ID         					
IVM_LSACT       	01	02	ITEM_ID         					
IVM_LSACT       	01	03	WAREHOUSE_ID    					
IVM_LSACT       	01	04	LOTSER_NO       					
IVM_LSACT       	01	05	YEAR            					
IVM_LSACT       	01	06	PERIOD          					
IVM_LSMASTER    	00	01	FIRM_ID         		0	0	0	
IVM_LSMASTER    	00	02	WAREHOUSE_ID    		0	0	0	
IVM_LSMASTER    	00	03	ITEM_ID         		0	0	0	
IVM_LSMASTER    	00	04	LOTSER_NO       		0	0	0	
IVM_LSMASTER    	01	01	FIRM_ID         					
IVM_LSMASTER    	01	02	LOTSER_NO       					
IVM_LSMASTER    	01	03	WAREHOUSE_ID    					
IVM_LSMASTER    	01	04	ITEM_ID         					
IVM_LSMASTER    	02	01	FIRM_ID         					
IVM_LSMASTER    	02	02	ITEM_ID         					
IVM_LSMASTER    	02	03	LOTSER_NO       					
IVM_LSMASTER    	02	04	WAREHOUSE_ID    					
IVM_LSMASTER    	03	01	FIRM_ID         					
IVM_LSMASTER    	03	02	ITEM_ID         					
IVM_LSMASTER    	03	03	WAREHOUSE_ID    					
IVM_LSMASTER    	03	04	LOTSER_NO       					
IVS_ABCITEM     	00	01	FIRM_ID         		0	0	0	
IVS_ABCITEM     	00	02	RECORD_ID_I     		0	0	0	
IVS_ABCPARAM    	00	01	FIRM_ID         		0	0	0	
IVS_ABCPARAM    	00	02	IV              		0	0	0	
IVS_ABCPARAM    	00	03	SEQUENCE_02     		0	0	0	
IVS_ABCWHSE     	00	01	FIRM_ID         		0	0	0	
IVS_ABCWHSE     	00	02	RECORD_ID_W     		0	0	0	
IVS_ABCWHSE     	00	03	WAREHOUSE_ID    		0	0	0	
IVS_COLUMNS     	00	01	FIRM_ID         		0	0	0	
IVS_COLUMNS     	00	02	IV              		0	0	0	
IVS_COLUMNS     	00	03	SEQUENCE_03     		0	0	0	
IVS_DEFAULTS    	00	01	FIRM_ID         		0	0	0	
IVS_DEFAULTS    	00	02	RECORD_ID_D     		0	0	0	
IVS_NUMBERS     	00	01	FIRM_ID         		0	0	0	
IVS_NUMBERS     	00	02	RECORD_ID_N     		0	0	0	
IVS_PARAMS      	00	01	FIRM_ID         		0	0	0	
IVS_PARAMS      	00	02	IV              		0	0	0	
IVS_PARAMS      	00	03	SEQUENCE_00     		0	0	0	
IVS_SETCARRY    	00	01	FIRM_ID         		0	0	0	
IVS_SETCARRY    	00	02	IV              		0	0	0	
IVS_SETCARRY    	00	03	SEQUENCE_01     		0	0	0	
IVS_ZEROBAL     	00	01	FIRM_ID         		0	0	0	
IVS_ZEROBAL     	00	02	RECORD_ID_A     		0	0	0	
IVT_ITEMTRAN    	00	01	FIRM_ID         		0	0	0	
IVT_ITEMTRAN    	00	02	WAREHOUSE_ID    		0	0	0	
IVT_ITEMTRAN    	00	03	ITEM_ID         		0	0	0	
IVT_ITEMTRAN    	00	04	TRANS_DATE      		0	0	0	
IVT_ITEMTRAN    	00	05	IV_HIST_SEQ     		0	0	0	
IVT_ITEMTRAN    	01	01	FIRM_ID         					
IVT_ITEMTRAN    	01	02	ITEM_ID         					
IVT_ITEMTRAN    	01	03	TRANS_DATE      					
IVT_ITEMTRAN    	01	04	WAREHOUSE_ID    					
IVT_ITEMTRAN    	01	05	IV_HIST_SEQ     					
IVT_ITEMTRAN    	02	01	FIRM_ID         					
IVT_ITEMTRAN    	02	02	ITEM_ID         					
IVT_ITEMTRAN    	02	03	WAREHOUSE_ID    					
IVT_ITEMTRAN    	02	04	TRANS_DATE      					
IVT_ITEMTRAN    	02	05	IV_HIST_SEQ     					
IVT_LSTRANS     	00	01	FIRM_ID         		0	0	0	
IVT_LSTRANS     	00	02	WAREHOUSE_ID    		0	0	0	
IVT_LSTRANS     	00	03	ITEM_ID         		0	0	0	
IVT_LSTRANS     	00	04	LOTSER_NO       		0	0	0	
IVT_LSTRANS     	00	05	TRANS_DATE      		0	0	0	
IVT_LSTRANS     	00	06	IV_HIST_SEQ     		0	0	0	
IVT_LSTRANS     	01	01	FIRM_ID         					
IVT_LSTRANS     	01	02	ITEM_ID         					
IVT_LSTRANS     	01	03	WAREHOUSE_ID    					
IVT_LSTRANS     	01	04	LOTSER_NO       					
IVT_LSTRANS     	01	05	TRANS_DATE      					
IVT_LSTRANS     	01	06	IV_HIST_SEQ     					
IVT_ZEROBAL     	00	01	FIRM_ID         		0	0	0	
IVT_ZEROBAL     	00	02	WAREHOUSE_ID    		0	0	0	
IVT_ZEROBAL     	00	03	ITEM_ID         		0	0	0	
IVW_ABCITEM     	00	01	FIRM_ID         		0	0	0	
IVW_ABCITEM     	00	02	RESERVED_STR    		0	0	0	
IVW_ABCITEM     	00	03	RECIP_SIGN      		0	0	0	
IVW_ABCITEM     	00	04	RECIP_AMOUNT    		0	0	0	
IVW_ABCITEM     	00	05	ITEM_ID         		0	0	0	
IVW_ABCWHSE     	00	01	FIRM_ID         		0	0	0	
IVW_ABCWHSE     	00	02	WAREHOUSE_ID    		0	0	0	
IVW_ABCWHSE     	00	03	RECIP_SIGN      		0	0	0	
IVW_ABCWHSE     	00	04	RECIP_AMOUNT    		0	0	0	
IVW_ABCWHSE     	00	05	ITEM_ID         		0	0	0	
IVW_ACTTYPE     	00	01	INV_ACT_COLS    		0	0	0	
IVW_EOQPROD     	00	01	FIRM_ID         		0	0	0	
IVW_EOQPROD     	00	02	RESERVED_STR    		0	0	0	
IVW_EOQPROD     	00	03	PRODUCT_TYPE    		0	0	0	
IVW_EOQPROD     	00	04	ITEM_ID         		0	0	0	
IVW_EOQWHSE     	00	01	FIRM_ID         		0	0	0	
IVW_EOQWHSE     	00	02	WAREHOUSE_ID    		0	0	0	
IVW_EOQWHSE     	00	03	PRODUCT_TYPE    		0	0	0	
IVW_EOQWHSE     	00	04	ITEM_ID         		0	0	0	
IVW_ITEMTOTS    	00	01	FIRM_ID         		0	0	0	
IVW_ITEMTOTS    	00	02	WAREHOUSE_ID    		0	0	0	
IVW_ITEMTOTS    	00	03	RECIP_SIGN      		0	0	0	
IVW_ITEMTOTS    	00	04	RECIP_AMOUNT    		0	0	0	
IVW_ITEMTOTS    	00	05	ITEM_ID         		0	0	0	
IVW_LFCOST      	00	01	FIRM_ID         		0	0	0	
IVW_LFCOST      	00	02	AR_TYPE         		0	0	0	
IVW_LFCOST      	00	03	CUSTOMER_ID     		0	0	0	
IVW_LFCOST      	00	04	ORDER_NO        		0	0	0	
IVW_LFCOST      	00	05	ITEM_ID         		0	0	0	
IVW_LFCOST      	00	06	LINE_NO         		0	0	0	
IVW_LFDET       	00	01	FIRM_ID         		0	0	0	
IVW_LFDET       	00	02	WAREHOUSE_ID    		0	0	0	
IVW_LFDET       	00	03	ITEM_ID         		0	0	0	
IVW_LFDET       	00	04	RECEIPT_DATE    		0	0	0	
IVW_LFDET       	00	05	SEQUENCE_NO     		0	0	0	
IVW_PHYSICAL    	00	01	FIRM_ID         		0	0	0	
IVW_PHYSICAL    	00	02	CYCLE_CODE      		0	0	0	
IVW_PRICREV     	00	01	FIRM_ID         		0	0	0	
IVW_PRICREV     	00	02	PRICE_CODE      		0	0	0	
IVW_PRICREV     	00	03	WAREHOUSE_ID    		0	0	0	
IVW_PRICREV     	00	04	PRODUCT_TYPE    		0	0	0	
IVW_PRICREV     	00	05	ITEM_ID         		0	0	0	
IVW_TURNXREF    	00	01	FIRM_ID         		0	0	0	
IVW_TURNXREF    	00	02	WAREHOUSE_ID    		0	0	0	
IVW_TURNXREF    	00	03	PRODUCT_TYPE    		0	0	0	
IVW_TURNXREF    	00	04	RECIP_SIGN      		0	0	0	
IVW_TURNXREF    	00	05	RECIP_AMOUNT    		0	0	0	
IVW_TURNXREF    	00	06	ITEM_ID         		0	0	0	
IVW_WHSETOTS    	00	01	FIRM_ID         		0	0	0	
IVW_WHSETOTS    	00	02	WAREHOUSE_ID    		0	0	0	
IVX_COSTXREF    	00	01	FIRM_ID         		0	0	0	
IVX_COSTXREF    	00	02	EFFECT_DATE     		0	0	0	
IVX_COSTXREF    	00	03	WAREHOUSE_ID    		0	0	0	
IVX_COSTXREF    	00	04	PRODUCT_TYPE    		0	0	0	
IVX_COSTXREF    	00	05	ITEM_ID         		0	0	0	
IVX_ITEMBAR     	00	01	FIRM_ID         		0	0	0	
IVX_ITEMBAR     	00	02	RECORD_ID_I     		0	0	0	
IVX_ITEMBAR     	00	03	BAR_CODE        		0	0	0	
IVX_ITEMBAR     	00	04	ITEM_ID         		0	0	0	
IVX_ITEMBUY     	00	01	FIRM_ID         		0	0	0	
IVX_ITEMBUY     	00	02	RECORD_ID_F     		0	0	0	
IVX_ITEMBUY     	00	03	BUYER_CODE      		0	0	0	
IVX_ITEMBUY     	00	04	VENDOR_ID       		0	0	0	
IVX_ITEMBUY     	00	05	PRODUCT_TYPE    		0	0	0	
IVX_ITEMBUY     	00	06	ITEM_ID         		0	0	0	
IVX_ITEMBUY     	00	07	WAREHOUSE_ID    		0	0	0	
IVX_ITEMCLAS    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMCLAS    	00	02	RECORD_ID_J     		0	0	0	
IVX_ITEMCLAS    	00	03	ITEM_CLASS      		0	0	0	
IVX_ITEMCLAS    	00	04	ITEM_ID         		0	0	0	
IVX_ITEMDESC    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMDESC    	00	02	RECORD_ID_E     		0	0	0	
IVX_ITEMDESC    	00	03	CODE_DESC       		0	0	0	
IVX_ITEMDESC    	00	04	ITEM_ID         		0	0	0	
IVX_ITEMPHYS    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMPHYS    	00	02	RECORD_ID_B     		0	0	0	
IVX_ITEMPHYS    	00	03	WAREHOUSE_ID    		0	0	0	
IVX_ITEMPHYS    	00	04	CYCLE_CODE      		0	0	0	
IVX_ITEMPHYS    	00	05	LOCATION        		0	0	0	
IVX_ITEMPHYS    	00	06	ITEM_ID         		0	0	0	
IVX_ITEMPROD    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMPROD    	00	02	RECORD_ID_A     		0	0	0	
IVX_ITEMPROD    	00	03	PRODUCT_TYPE    		0	0	0	
IVX_ITEMPROD    	00	04	ITEM_ID         		0	0	0	
IVX_ITEMPRWH    	00	01	FIRM_ID         					
IVX_ITEMPRWH    	00	02	RECORD_ID_C     					
IVX_ITEMPRWH    	00	03	WAREHOUSE_ID    					
IVX_ITEMPRWH    	00	04	PRODUCT_TYPE    					
IVX_ITEMPRWH    	00	05	ITEM_ID         					
IVX_ITEMSYN     	00	01	FIRM_ID         		0	0	0	
IVX_ITEMSYN     	00	02	ITEM_ID         		0	0	0	
IVX_ITEMSYN     	00	03	ITEM_SYNONYM    		0	0	0	
IVX_ITEMTYPE    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMTYPE    	00	02	RECORD_ID_T     		0	0	0	
IVX_ITEMTYPE    	00	03	ITEM_TYPE       		0	0	0	
IVX_ITEMTYPE    	00	04	ITEM_ID         		0	0	0	
IVX_ITEMUPC     	00	01	FIRM_ID         		0	0	0	
IVX_ITEMUPC     	00	02	RECORD_ID_U     		0	0	0	
IVX_ITEMUPC     	00	03	UPC_CODE        		0	0	0	
IVX_ITEMUPC     	00	04	ITEM_ID         		0	0	0	
IVX_ITEMVEND    	00	01	FIRM_ID         		0	0	0	
IVX_ITEMVEND    	00	02	RECORD_ID_H     		0	0	0	
IVX_ITEMVEND    	00	03	ITEM_ID         		0	0	0	
IVX_ITEMVEND    	00	04	VENDOR_ID       		0	0	0	
IVX_ITEMWHSE    	00	01	FIRM_ID         		0	0	0	
