Description,Menu ID,Type,Alias,Program,AON Equiv.,Who,Comp,CodePort,DocOut,Comments
By Salesperson,SAM_CA,T,,sam_ca.aon,SAM.CA,JB,Y,
By Customer Type,SAM_DA,T,,sam_da.aon,SAM.DA,JB,Y,
By Customer Ship-To,SAM_EA,T,,sam_ea.aon,SAM.EA,JB,Y,
By SIC,SAM_FA,T,,sam_fa.aon,SAM.FA,JB,P,
By Product,SAM_GA,T,,sam_ga.aon,SAM.GA,JB,Y,
By Warehouse,SAM_HA,T,,sam_ha.aon,SAM.HA,JB,Y,
By Stocking Vendor,SAM_IA,T,,sam_ia.aon,SAM.IA,JB,Y,
By Distribution Code,SAM_JA,T,,sam_ja.aon,SAM.JA,JB,Y,
By Non-Stock Item,SAM_KA,T,,sam_ka.aon,SAM.KA,JB,P,
By Product/Item/Cust,SAM_LA,T,,sam_la.aon,SAM.LA,JB,Y,
Reports,SAMENU_REPORTS,G,,,,,,
By Customer,SAM_CUSTOMER,T,SAR_CUSTOMER,,SAR.AA,JB,Y,,,These reports
By Territory,SAM_TERRITRY,T,SAR_TERRITRY,,SAR.BA,JB,Y,,,are now ready 
By Salesperson,SAM_SALESPSN,T,SAR_SALESPSN,,SAR.CA,JB,Y,,,to be Doc Outted
By Customer Type,SAM_CUSTTYPE,T,SAR_CUSTTYPE,,SAR.DA,JB,Y,,,
By Customer Ship-To,SAM_CUSTSHIP,T,SAR_CUSTSHIP,,SAR.EA,JB,Y,,,
By SIC,SAM_CUSTSIC,T,SAR_CUSTSIC,,SAR.FA,JB,Y,,,
By Product,SAM_ITEM,T,SAR_ITEM,,SAR.GA,JB,Y,,,
By Warehouse,SAM_WAREHSE,T,SAR_WAREHSE,,SAR.HA,JB,Y,,,
By Stocking Vendor,SAM_VENDOR,T,SAR_VENDOR,,SAR.IA,JB,Y,,,
By Distribution Code,SAM_DISTCODE,T,SAR_DISTCODE,,SAR.JA,JB,Y,,,
By Non-Stock Item,SAM_NONSTOCK,T,SAR_NONSTOCK,,SAR.KA,JB,Y,,,
By Product/Item/Cust,SAM_PRODITEMCUST,T,SAR_PRODITMCST,,SAR.LA,JB,Y,,,
By Territory/Cust,SAR_TA,T,SAR_CUSTTERR,sar_ta.aon,SAR.TA,JB,Y,,,
Period End Processing,SAMENU_PEND,G,,,,,,,,
Purge Zero Balance Records,SAU_AA,T,,sau_aa.aon,SAU.AA,,,Y,,
Maintenance,SAMENU_MAINT,G,,,,,,,,
Application Parameters,SAP_AA,T,,sap_aa.aon,SAP.AA,,,,,
Utilities,SAMENU_UTILITIES,G,,,,,,,,
Rebuild Cross References,SAX_CROSSREF,A,SAX_CROSSREF,,SAX.AA,,,,,
Rebuild Sales Analysis from Invoice History,SAX_INVHIST,T,SAX_INVHIST,,SAX.BA,,,Y,,
Sales Order Processing,OPMENU,M,,,,,,,,
Order Entry,OPE_ORDHDR,T,OPE_ORDHDR,,OPE.DA,,,,,
Order Picking Listing,OPR_NA,T,,opr_na.aon,OPR.NA,SS-BP,P,Y,Y,OPR.PA
Commit and Release Future Orders,OPU_EA,T,,opu_ea.aon,OPU.EA,SS-BP,P,Y,,
Invoice Entry,OPE_CA,T,,ope_ca.aon,OPE.CA,,,,,
Invoice Edit Report,OPR_INVEDIT,T,OPR_INVEDIT,,OPR.JA,SS-BP,P,Y,Y,OPR.JB
Invoice Printing,OPR_INVOICE,T,OPR_INVOICE,,OPR.GA,SS-BP,P,Y,,
Sales Register,OPR_SALESREG,T,OPR_SALESREG,,OPR.HA,SS-BP,P,Y,Y,OPR.HB
Price Quotation Inquiry,OPM_PA,T,,opm_pa.aon,OPM.PA,,,,,
Credit Manager's Review and Release,OPM_QA,T,,opm_qa.aon,ARM.QA,,,,,
Reports,OPMENU_REPORTS,G,,,,,,,,
Open Order Detail Report,OPR_DETAIL,T,OPR_DETAIL,,OPR.IA,SS-BP,P,Y,Y,OPR.IB
Order Status Report By Customer,OPR_CUSTSTATUS,T,OPR_CUSTSTATUS,,OPR.QA,SS-BP,P,Y,Y,
Order Status Report By Item,OPR_ITEMSTATUS,T,OPR_ITEMSTATUS,,OPR.OA,SS-BP,P,Y,Y,OPR.OB
Shipping Schedule Report,OPR_SHIPPING,T,OPR_SHIPPING,,OPR.AA,SS-BP,P,Y,Y,OPR.AB
Customer Job Report,OPR_CUSTJOBS,T,OPR_CUSTJOBS,,OPR.FA,SS-BP,P,Y,Y,OPR.FB
Sales Tax Report,OPR_TA,T,,opr_ta.aon,OPR.TA,SS-BP,P,Y,Y,
Monthly Sales Report,OPR_MONTHLYSALES,T,,opr_ea.aon,OPR.EA,SS-BP,P,Y,Y,OPR.EB
Invoice History Report,OPR_KA,T,,opr_ka.aon,OPR.KA,SS-BP,P,Y,Y,OPR.KB
Period End Processing,OPMENU_PEND,G,,,,,,,,
Sales Tax Report,OPR_SALESTAX,T,OPR_SALESTAX,,OPR.TA,SS-BP,P,Y,Y,
Sales Tax History Purge,OPU_FA,T,,opu_fa.aon,OPU.FA,SS-BP,P,Y,,
Salesperson Commission Report,OPR_COMMISSION,T,OPR_COMMISSION,,OPR.MA,SS-BP,P,Y,Y,OPR.MB
Commission File Purge,OPU_AA,T,,opu_aa.aon,OPU.AA,SS-BP,P,Y,,OPU.AB
Monthly Sales Report,OPR_EA,T,,opr_ea.aon,OPR.EA,SS-BP,P,Y,Y,
Monthly Sales Register,OPR_MONTHREG,T,OPR_MONTHREG,,OPR.ZA,SS-BP,P,Y,Y,OPR.ZB
Invoice History Report,OPR_HISTORY,T,OPR_HISTORY,,OPR.KA,SS-BP,P,Y,Y,
Invoice History Purge,OPU_DA,T,,opu_da.aon,OPU.DA,SS-BP,P,Y,,
Maintenance,OPMENU_MAINT,G,,,,,,,,
Line Codes,OPC_LINECODE,T,OPC_LINECODE,,OPM.EA,PM,Y,,,
Salespersons,ARC_SALECODEOP,T,ARC_SALECODE,,ARM.FA,PM,Y,,,
Territory Codes,ARC_TERRCODEOP,T,ARC_TERRCODE,,ARM.HA,PM,Y,,,
Tax Codes,OPC_TAXCODE,T,OPC_TAXCODE,,ARM.JA,PM,Y,,,
Sales Discount Codes,OPM_IA,T,OPC_DISCCODE,opm_ia.aon,ARM.IA,CLT,Y,,,Col D Change
Standard Message Header,OPC_MSG_HDR,T,OPC_MSG_HDR,,ARM.GA,PM,Y,,,
Customer Price Codes,OPC_PRICECDS,T,OPC_PRICECDS,,OPM.DA,PM,Y,,,
Pricing Table,OPM_CA,T,,opm_ca.aon,OPM.CA,,,,,
Contract Pricing,IVM_ITEMPRIC,T,IVM_ITEMPRIC,,OPM.BA,PM,Y,,,
Freight Terms Codes,OPM_FRTTERMS,T,OPM_FRTTERMS,,v7,PM,Y,,,
Parameters,OPMENU_PARAMS,G,,opp_aa.aon,,,,,,
Application Parameters,OP_APPPARAMS,T,,,OPP.AA,,,,,
Credit Management Parameters,OPS_CREDIT,T,OPS_CREDIT,,OPP.AA,,,,,
New Customer Defaults,OP_CUSTDEFAULTS,T,,,OPP.AA,,,,,
Utilities,OPMENU_UTILITIES,G,,,,,,,,
Rebuild Open Order Cross References,OPX_CROSSREF,T,OPX_CROSSREF,,OPX.DA,,
Rebuild Invoice History Cross References,OPX_HISTXREF,T,OPX_HISTXREF,,OPX.GA,,
Remove Unlinked Detail Lines,OPX_UNLINKED,T,OPX_UNLINKED,,OPX.EA,,
Rebuild Order/Invoice Print File,OPX_PRNTFILE,T,OPX_PRNTFILE,,OPX.FA,,
Reset MTD and Next Month Totals,OPX_MTDNMTD,T,OPX_MTDNMTD,,OPX.AA,,
Administration,ADMENU,M,,,,,
Maintenance,ADMENU_MAINT,G,,,,,
Menus,MENU_MAINT,A,,rdm_menu_maint.aon,,SV,P
Firms,ADM_FIRMS,T,ADM_FIRMS,,,SV,Y
Applications,ADM_MODULES,T,ADM_MODULES,,,SV,Y
System Messages,ADS_MESSAGES,T,ADS_MESSAGES,,,SV,Y
Input/Display Masks,ADS_MASKS,T,ADS_MASKS,,,SV,Y
Sequence Numbers,ADS_SEQUENCES,T,ADS_SEQUENCES,,,SV,Y
Languages,ADC_LANGUAGE,T,ADC_LANGUAGE,,,SV,Y
Security,ADMENU_SECURITY,G,,,,,
Users,ADM_USER,T,ADM_USER,,,SV,Y
Security Roles,ADM_ROLE,T,ADM_ROLE,,,SV,Y
Security Processes,ADM_SECPROCS,T,ADM_SECPROCS,,,SV,Y
Security Administration,RDM_SECURITY,A,,rdm_security.aon,,SV,P
Document Management,ADMENU_DOCMGT,G,,,,,
Document Groups,ADS_DOC_GROUP,T,ADS_DOC_GROUP,,,SV,Y
Document Print Settings,ADS_DOC_SETTINGS,T,ADS_DOC_SETTINGS,,,SV,Y
Development,DEVMENU,M,,,,,
Maintenance,DEVMENU_MAINT,G,,,,,
Data Elements,DEVMENU_DDELEMS,G,,,,,
Data Elements,DDM_ELEMENTS,T,DDM_ELEMENTS,,,SV,Y
Compression Codes,DDM_COMP_CODES,T,DDM_COMP_CODES,,,SV,Y
Expansion Codes,DDM_EXP_CODES,T,DDM_EXP_CODES,,,SV,Y
Drilldown Definitions,DDM_DRILL_DEFS,T,DDM_DRILL_DEFS,,,SV,Y
Tables,DEVMENU_DDTABLES,G,,,,,
Tables,DDM_TABLES,T,DDM_TABLES,,,SV,Y
Table Layout Inquiry,RDX_TABLE_LAYOUT,A,,rdx_table_layout.aon,,SV,Y
Table Data Inquiry,RDX_TABLE_INQ,A,,rdx_table_inq.aon,,SV,Y
Form Designer,FORM_DESIGNER,A,,rdm_rde_main.aon,,SV,Y
Utilities,DEVMENU_UTILITIES,G,,,,,
Database Record Import,RDX_DD_IMPORT,A,,rdx_dd_import.aon,,SV,Y
Export to ODBC Dictionary,RDM_DD_EXPORT,A,,rdm_dd_export.aon,,SV,Y
Remove Applications,RDX_REMOVE_APPS,A,,rdx_remove_apps.aon,,SV,Y
Clear A Table,ADX_CLEARTABLE,A,,adx_cleartable.aon,,SV,Y
Utilities,DEV_UTILITIES,M,,,,,
Launch Custom Program,ADX_LAUNCH_PROGRAM,A,,adx_launch_program.aon,,SV,Y
Launch Custom Form,ADX_LAUNCH_FORM,A,,adx_launch_form.aon,,SV,Y
Display Program Information,ADX_DISPLAYPROG,A,,adx_displayprog.aon,,SV,Y
Application Syswindow,ADX_SYSWINDOW,A,,adx_syswindow.aon,,SV,Y
Default Syswindow,RDM_SYSWINDOW,A,,rdm_syswindow.aon,,SV,Y
